id,name,artist,album,duration,uri
"6a0G8hYEyxqvEkebVLU5VK","しかばねの踊り","Kikuo","きくおミク3","?",""
"1BGdFvx6VrWmVkvKsOkqwd","One Day","josque, enisbrv, zip","One Day","?",""
"4s71elRxOvcug6epixWZir","presenter","Nakuru Aitsuki","Nacollection!!2","?",""
"3PfIrDoz19wz7qK7tYeu62","Don't Start Now","Dua Lipa","Future Nostalgia","?",""
"0DrDcqWpokMlhKYJSwoT4B","Don't Stop Me Now","Queen","Discover More Classic Rock","?",""
"4UPR9dSw2YcvJQAGJKPwCk","ファティマ","いとうかなこ","ファティマ(TVアニメ「シュタインズ・ゲート ゼロ」OPテーマ)","?",""
"2Anpk7AihEt38POoMEDqRb","Tokyo","Leat'eq","Tokyo","?",""
"2P8MOT07PrPiTjqNPKWVsp","The Edge","Grant, Nevve","The Edge","?",""
"4uDhts78RdwIDjEqPrYVKp","Sweet Dreams","Alan Walker, Imanbek","Sweet Dreams","?",""
"3Mrd6U5HDnM8LuzCM3emJE","Lagtrain","Will Stetson","Rainy Tunes","?",""
"0rGHClzF0yuOMlXiYQImdl","Lost Umbrella - Lofi Remix","Venvn","Lost Umbrella (Lofi Remix)","?",""
"0nQnKhRw2QQGzZWld3Urav","Industry E.T.","Felax","Cerberus","?",""
"3ty4jnVIJ9My8ZnXFMc0Fg","愛して 愛して 愛して","Kikuo","きくおミク3","?",""
"2DGa7iaidT5s0qnINlwMjJ","The Spectre","Alan Walker","The Spectre","?",""
"61k7xAKMsuvTf2j2YnieSi","Sky High","Elektronomia","Sky High","?",""
"4wMRo12qupmGNj0sh341xb","Nova","Ahrix","Nova","?",""
"5iRVNYbhfWNO2VzBykX7GS","Xenogenesis","TheFatRat","Xenogenesis","?",""
"47qYqGPgMTh3l1PRKBHEfI","Unity","TheFatRat","Unity","?",""
"4kT18i0w2ZYeLTFPdpkihT","Dum Dee Dum","Keys N Krates","Dum Dee Dum","?",""
"5FySwjQBBoMFA41spcElmT","I'd Love To Change The World - Matstubs Remix","Jetta, Matstubs","Best of 2021 Gaming","?",""
"6XpA6R9pRVgZcjarViwOm0","The Painful Way","Darren Korb","Hades: Original Soundtrack","?",""
"5SuOikwiRyPMVoIQDJUgSV","Comedy","Gen Hoshino","Comedy","?",""
"7DvoAM2TXVQLUrlOKlV3Yr","Lost Umbrella","Mountain Johnson","Lost Umbrella","?",""
"4LqoTOEOjuVwQIilMklW1g","Lost Umbrella","enisbrv, Özer Sama, josque","Lost Umbrella","?",""
"2zAi85TQB7mLzl8P1ySAj9","Lost Umbrella","INABAKUMORI","ANTICYCLONE","?",""
"7tkfkqKfWtU1GIoV9IY9rQ","気分上々↑↑","Mihimaru GT","mihimagic","?",""
"2RezHvfMvtJRhpv2ydRveX","Looking Back","Sora The Troll","Sora The Troll's MUSIC","?",""
"0ADLrEpF2mExIdp1UdfZco","I don't have a life","Sora The Troll","Sora The Troll's MUSIC","?",""
"1RoFfQ09sUWX4DiF3UR1MZ","Good-bye","Sora The Troll","Sora The Troll's MUSIC","?",""
"4SbyiubEhTFgAwyU8eJCYw","Girlfriend plz","Sora The Troll","Sora The Troll's MUSIC","?",""
"1WXHmPykmDgi4zdK6XYEBC","Chiki Chiki Bam Bam (Paripi Koumei: Ya Boy Kongming!)","ShiroNeko","Chiki Chiki Bam Bam (Paripi Koumei: Ya Boy Kongming!)","?",""
"5V1bKI60cPKn4K4g0y8EV1","チキチキバンバン - TV Ver.","QUEENDOM","チキチキバンバン (TV Ver.)","?",""
"7zbfS30vKiHU8oBs6Wi1Qp","勘冴えて悔しいわ","ZUTOMAYO","潜潜話","?",""
"2g97rxHPlXpw1nSu7yvOIp","Revenge, And a Little More","Unlike Pluto","Pluto Tapes: Volume 3","?",""
"4cPnNnTMkJ6soUOUzEtmcp","Last Surprise","Lyn, ATLUS Sound Team, ATLUS GAME MUSIC","PERSONA5 ORIGINAL SOUNDTRACK","?",""
"0DiWol3AO6WpXZgp0goxAV","One More Time","Daft Punk","Discovery","?",""
"1pKYYY0dkg23sQQXi0Q5zN","Around the World","Daft Punk","Homework","?",""
"5W3cjX2J3tjhG8zb6u0qHn","Harder, Better, Faster, Stronger","Daft Punk","Discovery","?",""
"18PEZBX1d4r1oqblWFMnai","ラブ・ドラマティック","白銀御行(CV:古川慎), 四宮かぐや(CV:古賀葵)","KAGUYA ULTRA BEST","?",""
"31E8YKD0j4cI1R0gfocCtb","チカっとチカ千花っ","藤原千花(CV:小原好美)","KAGUYA ULTRA BEST","?",""
"4OzT5b0hFDwjLxjYn10TBm","Superstar","Superdiesel","Superstar","?",""
"4BGnCo26rEG1VWa8pQCDTe","Say No More","Superdiesel","Elevate","?",""
"13qjycCLStZb9sJje6v0MC","Red Like Roses - Part II (feat. Casey Lee Williams & Sandy Casey)","Jeff Williams, Casey Lee Williams, Sandy Casey","RWBY, Vol. 1 (Music from the Rooster Teeth Series)","?",""
"4cMbzVKpNiQui2auZROwZA","Bad Apple!! - Japanese Remaster","RichaadEB, Cristina Vee","Bullet Hell II","?",""
"5lJH3o6AFW9Aig1CdRdAF1","Crossfire","Stephen","Sincerely","?",""
"2F0V2ZtysDji16KdnRYnno","Street Fight","Adam Jensen","Street Fight","?",""
"424GDxARRXRaZ7Mla9EDI2","The Mystic","Adam Jensen","The Mystic","?",""
"3aauaXWRgwCMoykMbI0Jq1","I Feel Like I'm Drowning","Two Feet","A 20 Something Fuck","?",""
"4NZrZgrRoR4GwR7flWOXRI","Go Fuck Yourself","Two Feet","First Steps","?",""
"0ekGJQiqn1DzeZ3w5AsBoH","KISS OF DEATH（Produced by HYDE）","Mika Nakashima","Yuki No Hana 15th Anniversary Best Bible","?",""
"5HWZssXRimJk3wvzxHvzMi","Don't Start Now (Nightcore)","Syrex","Nightcore Gaming Music Vol 3","?",""
"0h0QnpNYX8ztRLZlr2mdvr","Fukashigi no Carte","Selphius","Fukashigi no Carte","?",""
"4TQcARE7Fd58akNhr3N7AE","Twisted","MISSIO","Loner","?",""
"7I7K394sitCyan5ileCCye","Crash and Burn","Unlike Pluto","Crash and Burn","?",""
"0oeJggCu57OkG5lhSS3Z23","Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"") - Full version","ShiroNeko","Kamado Tanjirou no Uta (From ""Demon Slayer: Kimetsu no Yaiba"") [Full version]","?",""
"4yIGotxZpHNGygRtshC0Jb","DADDY! DADDY! DO! (Kaguya-sama: Love is War Season 2 Opening)","Dima Lancaster, ShiroNeko, Sati Akura","DADDY! DADDY! DO! (Kaguya-sama: Love is War Season 2 Opening)","?",""
"5VF8g5lSo5NZh5MxemlqLr","Love Dramatic (Kaguya-sama: Love is War)","ShiroNeko","Love Dramatic (Kaguya-sama: Love is War)","?",""
"1xCC50duOWjuPQmFC0Zntn","Immortal Flame","Panda Eyes, Teminite, Anna Yvette","Immortal Flame","?",""
"2mbc2h0S6vizR0LHxewhBb","Highscore","Panda Eyes, Teminite","KIKO","?",""
"7LqQO6uWQHDEue1ejeUVhF","Rising Hope","LiSA","Launcher","?",""
"23BEJWSkNjoTNA94sT9sxD","Linked","Jim Yosef, Anna Yvette","Linked","?",""
"5ECvQ7ETyg2OkxCsoMoOWy","Red Line","Anna Yvette","Red Line","?",""
"5LkXbsGXHjqgoDWRfb6zqr","3-bun 29-byou (86 Eighty Six)","Nordex","3-bun 29-byou (86 Eighty Six)","?",""
"2NyujP3B2W1RpTfI5LzvEW","Frozen One","Dance Gavin Dance","Mothership","?",""
"6v8fX5yXd15H3xSyvVvJ5e","ラグトレイン","INABAKUMORI","ラグトレイン","?",""
"6Ys5Xmyl13GuzVWDOqZlcL","ノスタルジア・オブ・アイランド","Tatsuro Yamashita","PACIFIC","?",""
"7FkRYagsputznl3OUdA4qw","LOVE SPACE","flex life","SPARKLE/LOVE SPACE","?",""
"2vX97IafvBPXQ6xUTAWErl","Sadness and Sorrow","Kato","2am Otaku","?",""
"2TO37sgDB8SCOuAf3dXm2r","Spirited Away (One Summer's Day)","Kato","Ghibli Vibes","?",""
"025Vhjjp9208xPOBcU6pwQ","Konoha Peace (Naruto) - Lofi Version","Shoyo, Kenma","Konoha Peace (Naruto) [Lofi Version]","?",""
"1aZmrST6ppqWbi0bwbwlOj","Coco","pewdiepie","Coco","?",""
"7xnElMPFCmSlMJ0AY2hnxc","Dead To Me - Slow + Reverb","Whales, Fraxo, Lox Chatterbox","Dead To Me Slow + Reverb","?",""
"2pQTzl0XRAiOodA1QPtTk9","GOLDEN WIND!","mol$, MC Virgins","HAREM","?",""
"5pBIavXhjzTi0u7pkOK71N","フォニイ","ツミキ, Kafu","KAF+YOU KAFU COMPILATION ALBUM シンメトリー","?",""
"0OGw7V8wAI6OsZIQ12JkTP","Black Rover","VK Blanka","wizard","?",""
"2y7f8qkrgIqY5KsfPNcuix","Black Catcher","VK Blanka","Devil","?",""
"0dnkpPwcHK8UIZXhhN86Ss","Black Rover","Will Stetson","Swing Arrangements Volume 1","?",""
"7tcO8yUm7KrWnS00MZO0k9","Lag Train - Lofi Remix","Venvn, jian lofi","Lag Train (Lofi Remix)","?",""
"3Pyb7rYWBsRL24vmdlzlxk","Assassin's Creed III Main Theme","Lorne Balfe, Assassin's Creed","Assassin's Creed 3 (Original Game Soundtrack)","?",""
"3cwtSvRlnlHHWpjjAvGfL8","Assassin's Creed Rogue Main Theme","Elitsa Alexandrova, Jesper Kyd, Assassin's Creed","Assassin's Creed Rogue (Original Game Soundtrack)","?",""
"3imd2WJDPDoIOyqDmw3plc","YES MOM","Tessa Violet","YES MOM","?",""
"0qMip0B2D4ePEjBJvAtYre","紅蓮華","LiSA","LEO-NiNE","?",""
"1N39dPzIxDWzscoYwz8GWp","Spin and Burst","Yasuharu Takanashi, YAIBA","BORUTO -NARUTO THE MOVIE- Original Soundtrack","?",""
"6USQ4Uegp75QOleSdgwIib","Stay Too Long - Pendulum Remix","Plan B, Pendulum","Stay Too Long (Pendulum Remix)","?",""
"2sxRUOzDk6GGWi0rEfiwLE","Battle Royale feat. Panther - VIP Mix","Apashe, Panther","Battle Royale","?",""
"0jRDsrYMKb2wqCgjqVMDTi","Fighting Gold (From ""Jojo's Bizarre Adventure: Golden Wind"")","Miura Jam","Fighting Gold (From ""Jojo's Bizarre Adventure: Golden Wind"")","?",""
"3JTjLyrnevl9ASw3ayGO2P","GUY.exe","Superfruit","Future Friends","?",""
"1xsExFad0m5ikHaejXZrcA","Stardust Crusaders","Yugo Kanno","JOJO'S BIZARRE ADVENTURE -Stardust Crusaders O.S.T [Departure]","?",""
"2XpV9sHBexcNrz0Gyf3l18","ブルーバード","Ikimonogakari","Chou Ikimonobakari Tennen Kinen Members Best Selection","?",""
"1yvqnZc7RjuPyvvfblg9sv","Fairy Fountain","Amy Turk","Fairy Fountain","?",""
"1Ub6VfiTXgyV8HnsfzrZzC","Great Days","Karen Aoki, ハセガワダイスケ","Great Days","?",""
"3BSPKTravgBDjmuG1rIXvw","BLOODY STREAM","Coda","BLOODY STREAM","?",""
"08q2CrXYf1ZaMbcKViPdVA","JOJO SONO CHINO SADAME","Hiroaki Tommy Tominaga","JOJO SONO CHINO SADAME","?",""
"0cktV1KPdFmeMqBJEJBaJS","Stand Proud Lofi (JoJo's Bizarre Adventure)","Takutify","Stand Proud Lofi (JoJo's Bizarre Adventure)","?",""
"3OqPSJsqe4LvcaVl7G6vV3","STAND PROUD","Jin Hashimoto","STAND PROUD","?",""
"6j52RYaum2Z6h1PJ1cmPT7","ジョジョ〜その血の運命〜","Shoko Nakagawa","「TOKYO SHOKO☆LAND 2014 〜RPG的 未知の記憶〜」しょこたん☆かばー番外編 Produced by Kohei Tanaka","?",""
"5Zf25eS8E1znm9mez4cGsm","Reflections","Toshifumi Hinata","ひとつぶの海","?",""
"2Q3ybQzWPlfcrDHfIvunrf","Lofi Sleep, Chill & Study Beats / Genshin Impact","Ajotabeats","Lofi Sleep, Chill & Study Beats / Genshin Impact","?",""
"2aDTwT8kH5tgxXH7nr1MGN","Let the Living Beware - Hu Tao Theme","tnbee","Hu Tao Mix Collection (From ""Genshin Impact"")","?",""
"3ROCJlR5o9k0XK5xrAqfhT","Genshin Impact - Lofi Remix","Peng Lexer","Genshin Impact (Lofi Remix)","?",""
"562AYFTpu1TPvDy1EokBOw","ホタルノヒカリ（第103話〜第128話）","Kanako","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「NARUTO」 vol.5 [疾風伝 第1話～第281話 主題歌OP 編]","?",""
"1EXiJBPQNM8bCHhb5r3qqB","Betty Boop (Electro Swing)","Betty Booom","Betty Boop (Electro Swing)","?",""
"0zyj9Kul4n7VYm1mQ7ySN1","Quicksand","Caro Emerald","Electro Swing 8 by Bart&Baker: The Best Electronic Jazz Swing Music Selection (with Jazz Radio)","?",""
"6qFWuv1hz6ur7Nd5jQujDY","Fly High (From ""Haikyuu"") - Lofi Remix","Kenma","Fly High (From ""Haikyuu"") [Lofi Remix]","?",""
"640GYv0XyB1r9QsylKGFOi","Unravel but is it okay if it's lofi?","Kijugo","Unravel but is it okay if it's lofi?","?",""
"5AhaJ2oPmZ4ZpXquuS7vyb","Black Catcher but is it okay if it's lofi?","Kijugo","Black Catcher but is it okay if it's lofi?","?",""
"6p7LCmClblM4MBjn4zaCW7","Kiss of Death but is it okay if it's lofi?","Kijugo","Kiss of Death but is it okay if it's lofi?","?",""
"58mFTXwoEKzZUmofAYoCV2","Shinzo wo Sasageyo but is it okay if it's lofi?","Kijugo","Shinzo wo Sasageyo but is it okay if it's lofi?","?",""
"1YvLvyEHEUv6xuablK3kpj","空と虚","sasanomaly","空と虚","?",""
"3KhwEuqLNjHfsKaBDo1yVh","Boku no Sensou","Shinsei Kamattechan","Boku no Sensou","?",""
"31IsUHGCy44gncBTDw0FZF","Treasure Pleasure","GRANRODEO","Treasure Pleasure","?",""
"0yVAiUe3BXRwgfQnBQcXGO","fairy fountain (zelda lofi)","demonic scholar","fairy fountain (zelda lofi)","?",""
"2RaFzNe2AivvaepJ1IkTfb","Blue Bird (From Naruto Shippuden) - Lofi Remix","Kenma","Blue Bird (From Naruto Shippuden) [Lofi Remix]","?",""
"7tdBXBfqfXSWpMaMA8QaES","DADDY ! DADDY ! DO !","Masayuki Suzuki, Airi Suzuki","All Time Rock 'n' Roll","?",""
"3V1YBP3AaOB0zIhmImmBZY","Love Dramatic (From ""Kaguya-sama: Love is War"")","Miura Jam","Love Dramatic (From ""Kaguya-sama: Love is War"")","?",""
"2TQve4B4jpyUqvxDHzNZAu","Kokuten (Sasuke's Epic Theme from Naruto)","Nico Bellisario","Kokuten (Sasuke's Epic Theme from Naruto)","?",""
"4c2wdAMuL7KkGVeyRqmYQu","The Weekend - Radio Edit","Michael Gray","The Weekend","?",""
"46Xt2hKFz0R8RiqNPO1ato","Star (Voice English Ver.)","LOONA","[12:00]","?",""
"7v8wKvNQQIxkugCFFjrkaO","残響散歌","Aimer","残響散歌","?",""
"3Nv1oNLEfPpNJqyl6xc65Z","天上天下","みゆな","天上天下","?",""
"7iDWYI8wCQ1DIH9C2LMJ87","Grandeur (Black Clover)","Miura Jam","Grandeur (Black Clover)","?",""
"5RXmLhscstsdvWPN0XtUa0","Black Catcher","VK Blanka","Black Catcher","?",""
"10qbHF920zH5K8C8IcE5AL","Turbo Killer","Carpenter Brut","TRILOGY","?",""
"6KxA7c3ZZqVzpJegmNWNP5","Zankyou Sanka (Demon Slayer: Kimetsu no Yaiba Season 2)","ShiroNeko","Zankyou Sanka (Demon Slayer: Kimetsu no Yaiba Season 2)","?",""
"3R4xFgZTREwr3zf4281mEx","Zankyou Zanka (残響散歌) [Demon Slayer: Kimetsu no Yaiba Season 2 Entertainment District Arc Opening] - Instrumental","Jonatan King","Zankyou Zanka (残響散歌) [Demon Slayer: Kimetsu no Yaiba Season 2 Entertainment District Arc Opening] [Instrumental]","?",""
"21lMusRSnLP1ieY0CKXk8a","Elder flower","大西亜玖璃","Elder flower","?",""
"2gSkvrwfCXCgqeugzezn97","廻廻奇譚","Eve","廻廻奇譚","?",""
"3D9yweVjHsSyfINp2Kbyx8","ガムシャラ","みゆな","ガムシャラ","?",""
"43mYkyCNImlhbdY3CjQ5od","The Rising Fighting Spirit (From ""Naruto"")","Guitarrista de Atena, Arthur Diniz","The Rising Fighting Spirit (From ""Naruto"")","?",""
"0Lv8nIY6aeJfERMDVTBKHb","Siesta","Weki Meki","I AM ME.","?",""
"52CBUrIdyf8tbZaUY9iawE","After School","Weeekly","We play","?",""
"7FKeWMdGQUQ4JdVGEHzM2r","Fool","Kaito Shoma","Fool","?",""
"6UrML9LyuaBWgZV3nFLLGl","SWEET SUMMER DAY","TWICE","MORE & MORE","?",""
"3KCreWc88InXH3XuL54C5a","HELL IN HEAVEN","TWICE","Eyes Wide Open","?",""
"3HVbbhh4Rwd0gHtSB0P2xN","SUNSET","TWICE","The year of ""YES""","?",""
"1foMv2HQwfQ2vntFf9HFeG","Rhinestone Eyes","Gorillaz","Plastic Beach","?",""
"6AbVJjzv7thIvmMCuhZrmK","Make It Bun Dem","Skrillex, Damian ""Jr Gong"" Marley","Make It Bun Dem","?",""
"3Ro1AMjH9qdY3ZTWfxIFpN","Edge of Night","Pentakill, Jorn","III: Lost Chapter","?",""
"3xlEcJhjHkjsKbREZAQoGc","I Don't Wanna Know","Weathers","I Don't Wanna Know","?",""
"3Zdp1tkV0qP36Wor9cUPwj","Ｏ2","ORANGE RANGE","All the Singles","?",""
"0Ym4eG0q4UY7K3kWP3ZBcj","billie eilish","lilbubblegum, Ciscaux","billie eilish","?",""
"1jsJAtrQtTWD44LW9QokDR","guap","lilbubblegum, Letoa","guap","?",""
"3PIqcYKTiplGvAcqv4I0aN","af1","lilbubblegum","af1","?",""
"2XTNng3KSth6MNRzHGspnO","Ash Kaashh","1nonly, lilbubblegum","Ash Kaashh","?",""
"2WYs5LxOZfEyURXu7V0O1a","Stay With Me","1nonly","Stay With Me","?",""
"1zCQXSnLkfXq3TzMLr6pWf","Shakira!","1nonly, EGOVERT","Shakira!","?",""
"7KVBqGLGhrEejVokzYd8vF","Bunny Girl","1nonly, Ciscaux","Bunny Girl","?",""
"7Ah0qedQ2ik9dC9ZoXYT5O","ブルーバード（第54話〜第77話）","Yuko Koura","熱烈！アニソン魂 THE BEST カバー楽曲集 TVアニメシリーズ「NARUTO」 vol.5 [疾風伝 第1話～第281話 主題歌OP 編]","?",""
"7LqRjCKrzXuAWOtbZinE4I","神様はじめました","Hanae","神様はじめました／神様お願い","?",""
"5Uf5InntvTkZ6QAAaET94V","The Last","Yasuharu Takanashi, YAIBA","THE LAST -NARUTO THE MOVIE- Original Soundtrack","?",""
"54eGNQCFTHq0q9dCCsPe4P","In My Sword I Trust","Ensiferum","Unsung Heroes","?",""
"145wBbokDZTFZLFHOtZrzG","LOST IN PARADISE","ALI, AKLO","LOST IN PARADISE","?",""
"4jVBIpuOiMj1crqd8LoCrJ","FRANCHISE (feat. Young Thug & M.I.A.)","Travis Scott, Young Thug, M.I.A.","FRANCHISE (feat. Young Thug & M.I.A.)","?",""
"4jTagpQbVMfhgJNljUq4w5","Fukashigi no Carte - Lofi Version","Kenma","Fukashigi no Carte (Lofi Version)","?",""
"0UNIPFUn2MnhpKp7VJiYAH","Fukashigi no Carte","Selphius","Shinsekai PLUS","?",""
"77xG1B7ZKvmaYSeX6dH9VD","Gyro Zeppeli","Friedrich Habetler","Gyro Zeppeli","?",""
"7DFd3FrmUA6LPz4b5z5k2p","Steel Ball Run Johnny Joestar Theme","Friedrich Habetler","Steel Ball Run Johnny Joestar Theme","?",""
"0cjoGDVKjRsXNVCzWeiJ7r","究極の聖戦バトル","Friedrich Habetler","究極の聖戦バトル","?",""
"22pAgirGBpYi0nhX4sTDtf","Ultimate Battle","Friedrich Habetler","Ultimate Battle","?",""
"3GAkqaCeVaT4CxHR06Eztc","Dirty Little Animals (from the series Arcane League of Legends)","BONES UK","Arcane League of Legends (Soundtrack from the Animated Series)","?",""
"7AubiSIXSff0UEY0b4Z1xw","Driftveil City","RichaadEB","Driftveil City","?",""
"0W43LnKXzRivi0WPaoBLVO","Rasputin","Turisas","Rasputin","?",""
"3eeVoTxvffZVmfJDDbcpSA","It Gets Worse","Mindless Self Indulgence","How I Learned to Stop Giving a Shit and Love Mindless Self Indulgence","?",""
"1r9xUipOqoNwggBpENDsvJ","Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons, JID, Arcane, League of Legends","Enemy (with JID) [from the series Arcane League of Legends]","?",""
"6xRK103p6gJYRMf1knKanW","Peur des filles - Montmartre Remix","L'Impératrice, MONTMARTRE","Peur des filles (Montmartre Remix)","?",""
"3FYDqY5BRtx3IVSaiQZSze","悲しみがとまらない　I CAN'T STOP THE LONELINESS","Anri","Timely!!","?",""
"7KYzARBusZhyZ6jygZDmVr","SHYNESS BOY","Anri","Timely!!","?",""
"6zfyJTgFvo54oLVJjS3jNa","Walking on the Moon - Bad Computer Remix","Infected Mushroom, Bad Computer","Walking on the Moon (Bad Computer Remix)","?",""
"207K1MXwebxpXDS43OazOU","Lost Chapter","Pentakill, Jorn","III: Lost Chapter","?",""
"2K2NeVnP853rkR5ese8ZLP","The Attack of the Dead Men","Sabaton","The Great War","?",""
"0ePmfd8y7g4zs3E6ew7pDB","The Red Baron","Sabaton","The Great War","?",""
"6kiASFX63DwJ7grwKG2HUX","Seven Pillars of Wisdom","Sabaton","The Great War","?",""
"4zvXVO0SrMYIMHVGdOm0DA","82nd All the Way","Sabaton","The Great War","?",""
"31AOj9sFz2gM0O3hMARRBx","Losing My Religion","R.E.M.","Out Of Time (25th Anniversary Edition)","?",""
"5CQ30WqJwcep0pYcV4AMNc","Stairway to Heaven - Remaster","Led Zeppelin","Led Zeppelin IV (Deluxe Edition)","?",""
"5IX4TbIR5mMHGE4wiWwKW0","One","Metallica","...And Justice For All","?",""
"53gFSL5oAseOT1jU8Cb7fa","Time Stands Still (At the Iron Hill) - Remastered 2007","Blind Guardian","Nightfall in Middle Earth (Remastered 2007)","?",""
"2Nv0zFXjH4tYS7O1OGpvt7","Spitfire","Infected Mushroom","Spitfire","?",""
"3sUH0JiRGGWOaCd46abkRA","Token Of Time","Ensiferum","Ensiferum (2009 Edition)","?",""
"4xhWfr0tyA7BGL7eXo8KnV","ALL GIRLS ARE THE SAME","RØNIN","ALL GIRLS ARE THE SAME","?",""
"02shCNmb6IvgB5jLqKjtkK","Nevada","Vicetone, Cozi Zuehlsdorff","Nevada","?",""
"79qOs49qSotfX46OGByR0M","Keep You","The Tech Thieves, One True God","Keep You","?",""
"56KAsTLcOQIVrcbfHrTua4","Mexico","Shotgun Willy, Yung Craka","Mexico","?",""
"5q7AR3TkyCxlgxAjBMu4yL","Therapy","Conro","Level Days","?",""
"06edy27Sk5v19HwEWOMg4P","Revenge, And a Little More","Unlike Pluto","Revenge, And a Little More","?",""
"171ViWJ0AKHqreEKsGGDhd","8 Legged Dreams","Unlike Pluto","8 Legged Dreams","?",""
"5fxTqRkibJsbCD1FSz8U8X","Worst in Me","Unlike Pluto","Worst in Me","?",""
"46mVyGyrRLWHjKEU4W023C","JOLT","Unlike Pluto","Fake Smiles, Real Memories","?",""
"12jnMHc10gu1Nl0g2EsM3E","No Time to Die","ThatBehavior, Lunis","No Time to Die","?",""
"5bbNH85pbTNcwFcWMffmx4","Star Glide","MUZZ, Cammie Robinson","The Promised Land","?",""
"2MuWTIM3b0YEAskbeeFE1i","Master Of Puppets","Metallica","Master Of Puppets (Remastered)","?",""
"5sICkBXVmaCQk5aISGR3x1","Enter Sandman","Metallica","Metallica","?",""
"6p8eFfPw3nQkf37aT3AkmK","Fear of the Dark - 2015 Remaster","Iron Maiden","Fear of the Dark (2015 Remaster)","?",""
"0TI8TP4FitVPoEHPTySx48","Iron Man","Black Sabbath","Paranoid (2009 Remastered Version)","?",""
"54yLLvpezvPO1lA3GspiZj","Holy Diver","Dio","Holy Diver","?",""
"4OROzZUy6gOWN4UGQVaZMF","The Trooper - 2015 Remaster","Iron Maiden","Piece of Mind (2015 Remaster)","?",""
"1jzDzZWeSDBg5fhNc3tczV","Paranoid","Black Sabbath","Paranoid (2009 Remastered Version)","?",""
"6EPRKhUOdiFSQwGBRBbvsZ","Ace of Spades","Motörhead","Ace of Spades (Expanded Edition)","?",""
"0L7zm6afBEtrNKo6C6Gj08","Painkiller","Judas Priest","Painkiller","?",""
"0E9ZjEAyAwOXZ7wJC0PD33","In My Mind","Dynoro, Gigi D'Agostino","In My Mind","?",""
"7mzIXEugIlJbkK61DJmSfg","You Are","Alex Holmes, Dark Point","You Are","?",""
"1fRadkuwHEqwMuiY5ns15C","PLAY","Tokyo Machine","PLAY","?",""
"1FpVJ7HpZInE2GvhVE2TwT","Legends Never Die","League of Legends, Against The Current","Legends Never Die","?",""
"7asFSf2pkWNEG3E5EuN1QR","Take Over","League of Legends, MAX, Jeremy McKinnon of A Day To Remember, HENRY","Take Over","?",""
"4CHDcWhqTsz53Ur9zmvHs8","Empty Bed","Saint Punk","Empty Bed","?",""
"3O82ngwOEMwApKpSWQGLd7","Cyberpunk","Max Brhon","Cyberpunk","?",""
"4utk8NuAPS5z0KsC7CU9Du","Timefracture","Bad History","Timefracture","?",""
"1vKWGVybCJaIDWlqZWJZAc","Gunslinga","Pegboard Nerds, MC Mota","Gunslinga","?",""
"73y59JEXs1yNwjuinuQA4c","Bleed Magic","I DONT KNOW HOW BUT THEY FOUND ME","Bleed Magic","?",""
"5imqCYRO6wrc5jFS53cNHo","Dirty Money","Weathers","Dirty Money","?",""
"5B8jMBPaj72HNVpvVzigFH","THE LIMIT","THYKIER","THE LIMIT","?",""
"14ny3vlL25p6Vix2Sb8k1b","Do It All The Time","I DONT KNOW HOW BUT THEY FOUND ME","Do It All The Time","?",""
"37mfTcSlX60JtAvAETytGs","Choke","I DONT KNOW HOW BUT THEY FOUND ME","Choke","?",""
"3UEnF6y5tyHVtMzldS3svp","Everything Black","Unlike Pluto, Mike Taylor, UPxMT","Everything Black","?",""
"0FD7jb7vOTEZLgAneEq4Ek","Fresh!","Schwank","Equalizer","?",""
"7fVlbM9hxmv3Omz4UPcsy8","Brain Power","NOMA","Cytus II-Neko (Original Soundtracks)","?",""
"2dnTBybJSp6FfiAssKluIw","The Wolf","CG5, Cami-Cat, FamilyJules","The Wolf","?",""
"5GgiDYTRlUqnl0v0kCSgeH","The Taste","ellis","The Taste/Orbit","?",""
"1QkQeRM0s2wHqGjF8y03h7","The Lone Slim Shady","Deez Memes","The Lone Slim Shady","?",""
"7cMECL3ApskseQxsXJq3Ii","Six Shooter","Coyote Kisses","Six Shooter","?",""
"5kvFBu6jDJMECOqmD7OwUx","Riptide","Trivecta, Amidy, RØRY","Riptide","?",""
"3UVUSY9ojJhxh1Y6dG8a85","Heart Shaped Box","Neovaii","Closure","?",""
"7zUS6YbAYq1lT9JTxuy7cw","Ghost - 2WEI Remix","Marvin Brooks, 2WEI","Ghost (2WEI Remix)","?",""
"3QSjVPObHxuAJc3E5nrjRn","VILLAIN","K/DA, Madison Beer, Kim Petras, League of Legends","ALL OUT","?",""
"5rvyUmsWA1LQGHI11FaVai","Raging on a Sunday","Bohnes","206: Act II","?",""
"5sFeSB1BheGU1tynVYEXh0","Stay And Decay","Unlike Pluto","Stay And Decay","?",""
"0or8au72kopvX6c6JYB5hh","Until I See You Again","Ollie MN","Until I See You Again","?",""
"5GRf6zSrCi8gErdN6CyRJT","Tokyo","Leat'eq","Tokyo","?",""
"0qUcpOOna3kkrwfqky85e1","Eyes Blue Like The Atlantic (feat. Subvrbs)","Sista Prod, Subvrbs","Eyes Blue Like The Atlantic (feat. Subvrbs)","?",""
