id,name,artist,album,duration,uri
"7tz8iz4gn75vO9pulrnvMk","The Black Warrior","Nekki Games, Lind Erebros","Shadow Fight 2 (Original Game Soundtrack Vol. 1)","?",""
"6yUhIBB9sdLbWyA9tG0sh4","The Ninja in the Night","Nekki Games, Lind Erebros","Shadow Fight 2 (Original Game Soundtrack Vol. 1)","?",""
"3EIUyslJ2oMlrASxP491ZK","The Samurai Spirit","Nekki Games, Lind Erebros","Shadow Fight 2 (Original Game Soundtrack Vol. 1)","?",""
"37lG9VX6XdOSTxQaywTrgt","Theme of Ken","Capcom Sound Team","Street Fighter V Original Soundtrack","?",""
"35wMRSqrHRGOiHxVdSvYI0","Theme of Ryu","Capcom Sound Team","Street Fighter V Original Soundtrack","?",""
"5SDYHewANWlXE90VbOSBcm","Underground Arena -Russia Stage-","Capcom Sound Team","Street Fighter V Original Soundtrack","?",""
"61HiXnzSEHc3lT9BKwWBOx","Bustling Side Street Alternative -China Stage-","Capcom Sound Team","Street Fighter V Original Soundtrack","?",""
"36OKNvaYE8logr8ohVAfy2","Bustling Side Street -China Stage-","Capcom Sound Team","Street Fighter V Original Soundtrack","?",""
"6UjaIJCoHvLUzIDZegPZPn","Main Menu","Capcom Sound Team","Street Fighter V Original Soundtrack","?",""
"1RfRJQlk2f0PNqRknCEybD","Street Fighter V","Capcom Sound Team","Street Fighter V Original Soundtrack","?",""
"4rpNCGbdaDM6gthGNDd5Th","Rise Up -Opening-","Capcom Sound Team","Street Fighter V Original Soundtrack","?",""
"4bDXQxoSlDmLpOsouJbfjk","Black Power (Evil Ryu's Theme)","Capcom Sound Team","Street Fighter Alpha 3 Original Soundtrack","?",""
"30096a5EMOSaF9c2aSa4TH","Ele Te Bota Soca Soca","MC Mazzie, Mc Rd, DJ NpcSize, DJ Wizard","Ele Te Bota Soca Soca","?",""
"0AFydkgl5Creero3gNjqvF","Murders","Miracle Musical","Hawaii: Part II","?",""
"0wGbyS1tExQSwOYu6UceyE","SHADOW","ONIMXRU, SMITHMANE","SHADOW","?",""
"6hGUptTz0hOmkEn1kXvWG0","Mortal Kombat","RichaadEB, LittleVMills","Mortal Kombat","?",""
"4xpHr8qfPhHyD3U07bGo8m","Moonlight Sonata (3rd Movement)","RichaadEB","Moonlight Sonata (3rd Movement)","?",""
"64flSHeka6CUoz8XgCmgiT","Bad Apple!! - English Remaster","RichaadEB, Cristina Vee","Bullet Hell II","?",""
"1ZxDNuzj1nwhLmEu0Bor5Z","ASGORE - 2020 Remaster","RichaadEB","ASGORE (2020 Remaster)","?",""
"3IdWuXAUwqd5wpVPaSUjAo","Deja Vu","RichaadEB, FamilyJules, Jonathan Young","Deja Vu","?",""
"6bWFwvTMcyYDEYBtebOcF3","Night of Fire","RichaadEB, Caleb Hyles, FamilyJules","Night of Fire","?",""
"2Pwm5u7tUXHEQpgXj2oEGq","Gas Gas Gas","RichaadEB, FamilyJules, Jonathan Young, Caleb Hyles","Gas Gas Gas","?",""
"07NaYbTamYbIIRXPlsqfBt","Papermoon","RichaadEB","Papermoon","?",""
"2qAc41nHrAQbESJCGbAMnv","Roundabout","RichaadEB, Caleb Hyles","Roundabout","?",""
"5uSI5k5EQSoPoXqsqVfG3B","Stardust Crusaders","RichaadEB, Sab Irene, insaneintherainmusic, GaMetal","Stardust Crusaders","?",""
"5qPKPPjQ1in4BMlUi4xhQp","Il Vento D'oro","RichaadEB, Insaneintherain, ToxicxEternity, LittleVMills, Lollia","Il Vento D'oro","?",""
"0MN9IiUaBNnvyLWBMezMew","A Cruel Angel's Thesis","RichaadEB, Lollia","A Cruel Angel's Thesis","?",""
"4VBQUvtI4yBjTa7HiIKaY3","Red Sun","RichaadEB, Jonathan Young","Red Sun","?",""
"48HxjBZk7HNuTaaJWHDAql","It Has To Be This Way - Instrumental","RichaadEB","It Has To Be This Way (Instrumental)","?",""
"73w3QhWtnFwFZkIjjW2rbf","The Only Thing I Know For Real","RichaadEB, Tre Watson","The Only Thing I Know For Real","?",""
"79e4JEnxDaWO8pqAk14lM0","Never Miss A Beat","Kaiser Chiefs","Souvenir : The Singles 2004 - 2012","?",""
"5dvBeCMTzUNjyWIcuykzyh","Everyday I Love You Less And Less","Kaiser Chiefs","Employment","?",""
"75D3n6wnFQmu1HVmLAlWM4","I Predict A Riot","Kaiser Chiefs","Employment","?",""
"15X43VSYuozZjpTBxxSPPn","Sinking Sand","Unlike Pluto","Sinking Sand","?",""
"69Sy7207dnixZ6w7RSV9Kb","RISE","League of Legends, Mako, The Word Alive, The Glitch Mob","RISE","?",""
"1b7DozY0xHWXU1T84Lck1z","Ghost Town","Layto, Neoni","Ghost Town","?",""
"3f4fc8c8unrQeKecmUPEDR","Warriors","League of Legends, 2WEI, Edda Hayes","Warriors","?",""
"1vsxgWi9LST87Z26Sog6jR","useless","updog","balloon boy","?",""
"11uvudmvZBzG2ztQsOB5sF","Mortals","Warriyo","Mortals","?",""
"3AayefDdUFxivRs79bX7kV","We Won't Be Alone","Feint, Laura Brehm","We Won't Be Alone","?",""
"3XJWCRqzHi23k0GnJA1Max","Need Your Love (feat. Noah Kahan) - Juelz Remix","Gryffin, Seven Lions, Noah Kahan, Juelz","Need Your Love (feat. Noah Kahan) [Remixes]","?",""
"1vsQb8n0icvMsFnL9663LM","Need Your Love (with Noah Kahan)","Gryffin, Seven Lions, Noah Kahan","Gravity","?",""
"0f3OnMFWmEjOAA9324JL22","Clear","Pusher, MOTHICA","Clear","?",""
"1AP7yzd4qSdKVcupPC827R","Clear - Shawn Wasabi Remix","Pusher, MOTHICA, Shawn Wasabi","Clear","?",""
"2exjecLdCcslCFWFjM4EUg","Better Off Dead","8 Graves","Red","?",""
"2O9hsVDgcwTUWTV8oluw3A","Trndsttr - Lucian Remix","Black Coast, M. Maggie, Lucian","Trndsttr (Lucian Remix)","?",""
"2xTEUfYFy5iChuEgQxQpY2","Vision","Lost Sky","Vision","?",""
"7fdH9c2DRXvoUNZb5awMkc","Wherever You Go","Braken","Wherever You Go","?",""
"3QwAleszkZmjaR8iO6xkgK","Nobody Like You","Direct","Nobody Like You","?",""
"3I0ZKyFRduJK3RlUCU4Vhc","Strangers","Far Out","Strangers","?",""
"71BVolCgpqKTXJnugagrtD","Wings","ReauBeau, Julian Calor, Liss","Wings","?",""
"4hAb4pbqgfgwraiHongYZR","Shiawase","Dion Timmer","Shiawase","?",""
"4DZ1owekDuxYANUMiqe4mA","Rob A Bank","Confetti","Rob A Bank","?",""
"5sYrUmIN7mRyf71ZHBY2Px","Dear God","Confetti","Dear God","?",""
"2vPxgazztrgi8ZYdc9REl0","Intro","Two Feet","Pink","?",""
"6c2cU66rUGwevn9Mblhbxv","Living Proof","Des Rocs","Martyr Parade","?",""
"0AUyNF6iFxMNQsNx2nhtrw","Blood // Water","grandson","Blood // Water","?",""
"7HNVs8eXVBvefAWqKBPr8N","Fall Hard","BRUER","Fall Hard","?",""
"0nC1pxQNPsQwW2keoIFBnx","Nothing Like You (feat. HANA)","Gryffin, DROELOE, HANA","Gravity","?",""
"6inzGTxyGsXVjpVKtFGrcE","Rise Up","TheFatRat","Rise Up","?",""
"67lAc58pjrw9EnXO5qCRjL","I Will Stay","Flux Pavilion, Turin Brakes","I Will Stay","?",""
"6Ph8QwsRfZunN5e1GGBIqa","Hurt","Oliver Tree","Ugly is Beautiful","?",""
"556l9P7WVZVyYUBjT1YFTT","When I'm Down","Whethan, Oliver Tree","When I'm Down","?",""
"0Vc3nfRMdvY5iX6AHVWSMN","It's All on U (T-Mass & LZRD Remix)","ILLENIUM, Liam O'Donnell, T-Mass, LZRD","Ashes (Remixes)","?",""
"55tevo6vHJEn12nzuSdJ6R","It’s All on U","ILLENIUM, Liam O'Donnell","Ashes","?",""
"5kkGFMcYcX1h3sQkyJcLHo","Fairytale","Culture Code, Amanda Collis","Fairytale","?",""
"6ibayfvVOby1NSKJFohtZp","Light It Up","Robin Hustin, TobiMorrow, Jex","Light It Up","?",""
"54OBgO0Xwu20Jak9TMXbR7","Wellerman - Sea Shanty","Nathan Evans","Wellerman (Sea Shanty)","?",""
"46bdsCZKQ93J9RGqlFZpAF","Discord - The Living Tombstone Remix","Caleb Hyles","Discord (The Living Tombstone Remix)","?",""
"7LbAqsgXLBdzXmMEXgCfxc","The Wellerman","Caleb Hyles, Anthony Vincent, Jonathan Young, PelleK, NateWantsToBattle","The Wellerman","?",""
"1EpKvCBKXiJUtU47LFtZ38","Love Like You","Caleb Hyles","Love Like You","?",""
"3FGxcyiDSUDg9ojiQmsplP","Guren No Yumiya - Female English Ver.","Cristina Vee, RichaadEB","Guren No Yumiya (Female English Ver.)","?",""
"6fGoRtDjJZvt5IvVXl0rZy","ICE","MORGENSHTERN","ICE","?",""
"5FVd6KXrgO9B3JPmC8OPst","Do I Wanna Know?","Arctic Monkeys","AM","?",""
"6uF3fb3UxjoVl7Ic781L9N","ICE COLD","Letoa","GLOCSTARR V1","?",""
"4EEjMyQub6tgFVshlM9j1M","Margaritaville","Jimmy Buffett","Changes In Latitudes, Changes In Attitudes","?",""
"6uBhi9gBXWjanegOb2Phh0","Stay","Zedd, Alessia Cara","Stay","?",""
"32SYEk2ksN8iQtz50AtHYj","on the precipice of defeat","Shiro SAGISU","TV Animation BLEACH Original Soundtrack 1","?",""
"5QO79kh1waicV47BqGRL3g","Save Your Tears","The Weeknd","After Hours","?",""
"4xzoa4hMe9bdK45EYU4oMG","Save your tears - Arabic version","Rachid Aseyakhe","Save your tears (Arabic version)","?",""
"6M3JqNkGGSZAHDWg7tVcfk","My Confession","Dan Salvato","Doki Doki Literature Club! (Original Soundtrack)","?",""
"60nZcImufyMA1MKQY3dcCH","Happy - From ""Despicable Me 2""","Pharrell Williams","G I R L","?",""
"4OSBTYWVwsQhGLF9NHvIbR","Rolling in the Deep","Adele","21","?",""
"60a0Rd6pjrkxjPbaKzXjfq","In the End","Linkin Park","Hybrid Theory (Bonus Edition)","?",""
"0Ph6L4l8dYUuXFmb71Ajnd","Livin' la Vida Loca","Ricky Martin","Ricky Martin","?",""
"2WfaOiMkCvy7F5fcp2zZ8L","Take on Me","a-ha","Hunting High and Low","?",""
"2KH16WveTQWT6KOG9Rg6e2","Eye of the Tiger","Survivor","Rocky IV","?",""
"5vdp5UmvTsnMEMESIF2Ym7","Another One Bites The Dust - Remastered 2011","Queen","The Game (2011 Remaster)","?",""
"3z8h0TU7ReDPLIbEnYhWZb","Bohemian Rhapsody","Queen","Bohemian Rhapsody (The Original Soundtrack)","?",""
"0C9jZPUv4SuaXkuEQw6L40","I'm A Believer","Smash Mouth","Smash Mouth","?",""
"3TETmhGNWOcquUTtcr6RIR","The House of the Rising Sun","The Animals","The House of the Rising Sun: Best of The Animals","?",""
"47O5lXcK78Z3TIiGzuc18l","Mr. Sandman","The Chordettes","The Chordettes","?",""
"1di1C0QI6Y92yZPYn6XYAZ","シルエット","KANA-BOON","TIME","?",""
"403EjoWwYSX37paKSySxs1","Silhouette","Pastel Ghost","Silhouette","?",""
"0CCt7uzp4MBYR85wugmkGa","never meant to belong","Shiro SAGISU","TV Animation BLEACH Original Soundtrack 1","?",""
"1aXV8GrmQLvgoFtBPERP7E","Jealous","Eyedress","Jealous","?",""
"0yTGQpPOgcsS8Xqp5bQO58","The Loser","Verzache","The Loser","?",""
"0dOeWxkYb4evlnACFeaKm4","Your Love Is My Drug 8 Bit - Slowed","snoeks","Your Love Is My Drug 8 Bit","?",""
"3RznzRnsl8mzP63l4AF2M7","Dream Sweet in Sea Major","Miracle Musical","Hawaii: Part II","?",""
"0wJ6WnCBHBMUO2ueDFU7DI","L's Theme","RichaadEB","L's Theme","?",""
"41lqyCUFy1jo55MPzY1XTn","uso (fullmetal alchemist lofi)","hinata in luv","uso (fullmetal alchemist lofi)","?",""
"1fewSx2d5KIZ04wsooEBOz","Space Cadet (feat. Gunna)","Metro Boomin, Gunna","NOT ALL HEROES WEAR CAPES (Deluxe)","?",""
"1gGIsWdCbChPOKSYBiSwtz","KAXXED ETERNAL - Gym Version","XIU","KAXXED ETERNAL (Gym Version)","?",""
"4u7EnebtmKWzUH433cf5Qv","Bohemian Rhapsody - Remastered 2011","Queen","A Night At The Opera (2011 Remaster)","?",""
"5eFxwmqKrHpSQDOEIFYlgY","Animal I Have Become","Three Days Grace","One-X","?",""
"6i0V12jOa3mr6uu4WYhUBr","Heathens","Twenty One Pilots","Heathens","?",""
"39m87lOMd5ccENPVvAT7gH","Bismarck","Sabaton","Bismarck","?",""
"0xciXpZztOvubY4bmyLjZG","Harvest of Sorrow - Remastered 2007","Blind Guardian","Nightfall in Middle Earth (Remastered 2007)","?",""
"1SHB1hp6267UK9bJQUxYvO","Судно (Борис Рыжий)","Molchat Doma","Этажи","?",""
"2gLJSeCUtWPcA9LE0mIMZM","Mask Off - Aesthetic Remix","r1vru","Mask Off","?",""
"03n9wapsbqab6S13X5Hb1v","Bir Başkadır Benim Memleketim","Ayten Alpman","Neden Sanki Dünya Dar Gelir İnsana / Son Bir Defa","?",""
"55h7vJchibLdUkxdlX3fK7","Treasure","Bruno Mars","Unorthodox Jukebox","?",""
"76hfruVvmfQbw0eYn1nmeC","Cake By The Ocean","DNCE","DNCE","?",""
"5M8tCPBRAGdAVAyKIaEh9l","In the Blood","Darren Korb, Ashley Barrett","Hades: Original Soundtrack","?",""
"1DwRMXgy4kh5E3KJdX6M10","Omae Wa Mou","Shayne Orok","Omae Wa Mou","?",""
"0lheBnCG6GonaIsznGzGUI","Lament of Orpheus","Darren Korb","Hades: Original Soundtrack","?",""
"6nqHzwOdGIaX57U6VU6kMO","Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"": IV. Allegro con fuoco","Antonín Dvořák, Wiener Philharmoniker, Herbert von Karajan","Dvorák: Symphony No. 9 in E Minor, Op. 95, B. 178 ""From the New World"" / Smetana: The Moldau","?",""
"1LsTYXg7Zt0TY4SF23aIWg","Heart Shaped Box","Neovaii","Closure","?",""
"0I3AULPVegMXTSSWprUH4s","Heart-Shaped Box","Dead Sara","Heart-Shaped Box","?",""
"11LmqTE2naFULdEP94AUBa","Heart-Shaped Box","Nirvana","In Utero (Deluxe Edition)","?",""
"7kaux342y0B446JgJgojAi","Dreams pt. II","Lost Sky, Sara Skinner","Dreams pt. II","?",""
"63T3esk9t3fdmT2jY099XK","Be Gone","Rival, CRVN","Be Gone","?",""
"4IiuExPFijOGZnVxGsKWcc","Seven Nation Army - The Glitch Mob Remix","The White Stripes, The Glitch Mob","Seven Nation Army (The Glitch Mob Remix)","?",""
"3dPQuX8Gs42Y7b454ybpMR","Seven Nation Army","The White Stripes","Elephant","?",""
"3j6s1vr84KzKlpF0QfHzDy","Army","Besomorph, Arcando, Neoni","Army","?",""
"6vQT1Y3MTGCpc31VIF5Ela","Army of the Night","Powerwolf","Blessed & Possessed","?",""
"46MUbxLye12SKBN7xHg3CF","Control","Unknown Brain, Jex, Rival","Control","?",""
"6bN5PBFSID6w7Uhmachnda","Oblivion","Dirty Palm, Micah Martin","Oblivion","?",""
"503OTo2dSqe7qk76rgsbep","Still D.R.E.","Dr. Dre, Snoop Dogg","2001","?",""
"3Ofmpyhv5UAQ70mENzB277","Astronaut In The Ocean","Masked Wolf","Astronaut In The Ocean","?",""
"47UFoOuvrkt4khE7c5aap6","Cradles","Sub Urban","Cradles","?",""
"698ItKASDavgwZ3WjaWjtz","Faded","Alan Walker","Different World","?",""
"4tcg6XoxZZ5q7njPUPlDrG","Roses - Imanbek Remix","SAINt JHN, Imanbek","Roses (Imanbek Remix)","?",""
"0F7FA14euOIX8KcbEturGH","Old Town Road","Lil Nas X","7","?",""
"77YhbyScfTn54dXn0XeIeA","Let Me Carve Your Way","NAOKI, Arc System Works","GUILTY GEAR -STRIVE- ORIGINAL SOUND TRACK VOL.1","?",""
"0PijoCJtD6iTbaLgvVVIPp","From Olympus","Darren Korb","Hades: Original Soundtrack","?",""
"314kpjYUOjVsd5nIAvw4ZV","Wretched Shades","Darren Korb","Hades: Original Soundtrack","?",""
"4FuOHRPC3ZIQ7VQd7KMbds","Out of Tartarus","Darren Korb","Hades: Original Soundtrack","?",""
"5uiqrM9NLgnoAkJeqJqdlt","No Escape","Darren Korb","Hades: Original Soundtrack","?",""
"08chbREcfbCuynGR0RbikE","Zeta Halo","Curtis Schweitzer","Halo Infinite (Original Soundtrack)","?",""
"5BUEoQp2coOaQykaWIk22O","MTR Reunite","Redrockmusic","MTR Reunite","?",""
"0VgkVdmE4gld66l8iyGjgx","Mask Off","Future","FUTURE","?",""
"3CRDbSIZ4r5MsZ0YwxuEkn","Stressed Out","Twenty One Pilots","Blurryface","?",""
"3lsh4fIbGeHZDFovC0InnY","Swing Lynn (Slowed Version)","Harmless","Swing Lynn (Slowed Version)","?",""
"23OXdR7YuUBVWh5hSnYJau","Chlorine","Twenty One Pilots","Trench","?",""
"1TuopWDIuDi1553081zvuU","Resonance","Home","Odyssey","?",""
"1MJ5f5EYBC92ADD6xcz7nb","Chamber Of Reflection","Mac DeMarco","Salad Days","?",""
"0baNzeUcPQnQSagpe8T0mD","worldstar money (interlude)","Joji","In Tongues (Deluxe)","?",""
"4JE6agBLHGA5TaF6FlqfBD","As the World Caves In","Matt Maltese","As the World Caves In","?",""
"0EfsDEYaSjGYd66Pr881nq","Cry Baby","The Neighbourhood","Wiped Out!","?",""
"2QjOHCTQ1Jl3zawyYOpxh6","Sweater Weather","The Neighbourhood","I Love You.","?",""
"6Tsu3OsuMz4KEGKbOYd6A0","Hypnotize - 2007 Remaster","The Notorious B.I.G.","Greatest Hits","?",""
"0IcSLT53eE07Jmok64Ppo3","Space Song","Beach House","Depression Cherry","?",""
"2BHj31ufdEqVK5CkYDp9mA","Mayonaka no Door / Stay With Me","Miki Matsubara","Miki Matsubara Best Collection","?",""
"3x4378ztiLvFmm2nuzEI0C","The Cruel Angel's Thesis (Director's Edit Version)","高橋　洋子","NEON GENESIS EVANGELION (Original Series Soundtrack)","?",""
"3ia8uKWZIDLp8hKm18zuNS","FLY ME TO THE MOON - YOKO TAKAHASHI Acid Bossa Version","Shiro SAGISU, 高橋　洋子","NEON GENESIS EVANGELION (Original Series Soundtrack)","?",""
"1dGF5ymTyBB2ZmOypkeU1F","veil","須田景凪","porte","?",""
"5RhWszHMSKzb7KiXk4Ae0M","One Last Kiss","Hikaru Utada","One Last Kiss","?",""
"7cUHFTxJhxtZ5tpY34SMRw","Stormtroopers","Sabaton","The War to End All Wars","?",""
"11utxTIgUfJaqpePfiVcdz","Be Strong and Hit Stuff","Jeff Williams, Casey Lee Williams","RWBY, Vol. 8 (Music from the Rooster Teeth Series)","?",""
"0JJV36SzVCsdTfQ0UmEcLe","Guts Theme Berserk","Scooby","Guts Theme Berserk","?",""
"36gmehPRUortY6l0bO4DUX","Idontflinch","Witchouse 40k","Idontflinch","?",""
"3vaWFdNEYi9GmKHef49J1D","PRIDE'S NEW MAGIC WAND - X","DJ DEISHA BEATS","PRIDE'S NEW MAGIC WAND","?",""
"0OGX08Dh5ed73eLosy5Cmn","Anime God","Kaito Shoma","Anime God","?",""
"5y5qNTyfvCQ6s230gLSjlv","The Buzz","Hermitude, Mataya, Young Tapz","Dark Night Sweet Light","?",""
"0VhhaYztcRWc7PEjJCjr1g","Ruby","Kaiser Chiefs","Yours Truly, Angry Mob (Deluxe)","?",""
"5deMG1Ko0ycpPVYPwW0yi8","Dance In The Game","ZAQ","Dance In The Game","?",""
"0JyJVPi4IBCgj2wTRKb0yN","Into The Night","YOASOBI","Into the Night","?",""
"3dPtXHP0oXQ4HCWHsOA9js","夜に駆ける","YOASOBI","夜に駆ける","?",""
"6BAnxKyld909yo6Pk1DO3r","Hello","OMFG","Hello","?",""
"3my6Uz9RmXcJB7yEnrth7C","Underground","Tom Waits","Swordfishtrombones","?",""
"2nLtzopw4rPReszdYBJU6h","Numb","Linkin Park","Meteora","?",""
"4nP50Tgd1aKyMWB30Ja2Ko","Rising","Jeff Williams, Casey Lee Williams","RWBY, Vol. 6 (Music from the Rooster Teeth Series)","?",""
"3oehBdFikYlVUoBksLLcki","Armed and Ready (feat. Casey Lee Williams)","Jeff Williams, Casey Lee Williams","RWBY, Vol. 4 (Music from the Rooster Teeth Series)","?",""
"6XvlonZUoCpKoBgGQCUF5a","Let's Just Live (feat. Casey Lee Williams)","Jeff Williams, Casey Lee Williams","RWBY, Vol. 4 (Music from the Rooster Teeth Series)","?",""
"0t7J9sz753KV0mG9OiKrk8","I'm the One (feat. Casey Lee Williams)","Jeff Williams, Casey Lee Williams","RWBY, Vol. 3 (Music from the Rooster Teeth Series)","?",""
"0bL6nye2PGBx20DhVQy6Sx","From Shadows (Black Trailer) [feat. Casey Lee Williams]","Jeff Williams, Casey Lee Williams","RWBY, Vol. 1 (Music from the Rooster Teeth Series)","?",""
"4d6U4j1fC4qbsPKF3OcUcr","I May Fall (feat. Casey Lee Williams)","Jeff Williams, Casey Lee Williams","RWBY, Vol. 1 (Music from the Rooster Teeth Series)","?",""
"1ayNGRbGFU50USY5IBhaWu","From Shadows (feat. Casey Lee Williams)","Jeff Williams, Casey Lee Williams","RWBY, Vol. 1 (Music from the Rooster Teeth Series)","?",""
"65yNr1EO2TOBEYCz45tuOf","It Has To Be This Way - Platinum Mix","Jimmy Gnecco","METAL GEAR RISING REVENGEANCE Vocal Tracks Selection","?",""
"3qSm2aAJAf7vHNStDhXBFs","Collective Consciousness - Maniac Agenda Mix","Jimmy Gnecco","METAL GEAR RISING REVENGEANCE Vocal Tracks Selection","?",""
"4CzR6YrcxWeQDQHtas6Bcl","Red Sun - Maniac Agenda Mix","Jason Charles Miller","METAL GEAR RISING REVENGEANCE Vocal Tracks Selection","?",""
"5LLhdR6qdQvAfSm2C0EYj4","The Stains of Time - Maniac Agenda Mix","Kit Walters","METAL GEAR RISING REVENGEANCE Vocal Tracks Selection","?",""
"29eKlSdk4dmwBgqtwASiFW","A Stranger I Remain - Maniac Agenda Mix","Free Dominguez","METAL GEAR RISING REVENGEANCE Vocal Tracks Selection","?",""
"5ezkLDA74DwQhOROoDp2Pc","Rules of Nature - Platinum Mix","Jason Charles Miller","METAL GEAR RISING REVENGEANCE Vocal Tracks Selection","?",""
"0AdfjZjynCi5aVfKcaxGvW","Leave Me Alone","I DONT KNOW HOW BUT THEY FOUND ME","Leave Me Alone","?",""
"2dPe9cYwR1oWclYqs8fIlY","I Burn (feat. Casey Lee Williams & Lamar Hall)","Jeff Williams, Casey Lee Williams, Lamar Hall","RWBY, Vol. 1 (Music from the Rooster Teeth Series)","?",""
"6y87Q8nkhHP2YqowavLdPA","The Only Thing I Know For Real - Maniac Agenda Mix","Tyson Yen","METAL GEAR RISING REVENGEANCE Vocal Tracks Selection","?",""
"56zcFyEFlOhfD6yAdvCQIU","That's What She Said","Unlike Pluto","Messy Mind","?",""
"1z4p3PBQo8ARGgQIOn0Esk","Mindless Bliss","Unlike Pluto","Messy Mind","?",""
"76mHotIU19teRXTwSAkARX","Yippee Ki Yay","Unlike Pluto","Messy Mind","?",""
"0ddFKzTLDwqRS5ywp8aABb","Broken String","Unlike Pluto","Messy Mind","?",""
"5FGOw5SKk2dpuPLR5ZhRnA","Gaze","Unlike Pluto","Messy Mind","?",""
"0sNFZCkUZc8FZ2csfckxSR","Lullaby","Unlike Pluto","Messy Mind","?",""
"4WbjCyk3TatF0NibjnVCvG","Starlight","Unlike Pluto","Messy Mind","?",""
"5EjozPMy3zGQ5wsX3jxax3","8 Legged Dreams","Unlike Pluto","Messy Mind","?",""
"5Msp7XlWAYQhK4khlfzMPL","This Will Be the Day (feat. Casey Lee Williams)","Jeff Williams, Casey Lee Williams","RWBY, Vol. 1 (Music from the Rooster Teeth Series)","?",""
"5FP9odC0iHedYckaTEqvYv","Shine","Jeff Williams, Casey Lee Williams","RWBY, Vol. 2 (Music from the Rooster Teeth Series)","?",""
"4kJGMB8adPmyYpRExgyOGO","Sacrifice","Jeff Williams, Casey Lee Williams","RWBY, Vol. 2 (Music from the Rooster Teeth Series)","?",""
"26RZ9IiS43wy5oMQoAys0o","Die","Jeff Williams, Casey Lee Williams","RWBY, Vol. 2 (Music from the Rooster Teeth Series)","?",""
"2gCA0QBGcKMITXArKOMwoV","Caffeine (feat. Lamar Hall)","Jeff Williams, Casey Lee Williams, Lamar Hall","RWBY, Vol. 2 (Music from the Rooster Teeth Series)","?",""
"0eDCe3Y8fMzdCbfrUR0giO","Time to Say Goodbye","Jeff Williams, Casey Lee Williams","RWBY, Vol. 2 (Music from the Rooster Teeth Series)","?",""
"1nkpXkr1Qacmp2BPd6mgct","Deja Reve","GG Magree","Deja Reve","?",""
"2UKgx2oba7CltHLACr3xdT","At Doom's Gate","Mick Gordon","Doom (Original Game Soundtrack)","?",""
"1HscfKGTRpbWKQR0DaAFCF","Graze The Roof","ImRuscelOfficial, Madalyn Music, LBlevinsMusic, Nico Mendoza, Joe Di Fiore, Nathan Banegas, Linus Kühl","Reeds and Seeds","?",""
"51Fjme0JiitpyXKuyQiCDo","Lalala","Y2K, bbno$","Lalala","?",""
"5YOsmPIHZjXKi6LF0IoHRO","Go Cry Go (Overlord) [feat. Romi]","Mattyyym, Romi","Go Cry Go (Overlord) [feat. Romi]","?",""
"1Wh65eWI9v6yg44NJhy7BU","Clattanoia (From ""Overlord"")","MattxAJ","Season 1","?",""
"6DQgVAFIpmbXcJoRZbXRLc","Clattanoia","OxT","Hello New World","?",""
"6nVIKrgE7lIlgLPbJ6l29f","VORACITY","MYTH & ROID","MYTH & ROID ベストアルバム「MUSEUM-THE BEST OF MYTH & ROID-」","?",""
"63ACeOcZJIyY3dGc6flX4R","Voracity","Selphius","Voracity","?",""
"4Kpq8aENsPH0lt3xPF97WY","OVERLORD 3 OP - VORACITY","Raon","OVERLORD 3 OP - VORACITY","?",""
"2NCKZeWIu9lqUDfeLKAzfM","Pixel Pig","Di Young","Pixel Pig","?",""
"6LtZ2QbtwCTDek3CGPgy83","Tool","Maretu","SIU","?",""
"2USlegnFJLrVLpoVfPimKB","Thunder","Gabry Ponte, LUM!X, Prezioso","Thunder","?",""
"5aXTfpNOqLj35ydEiLio67","Follow","Martin Garrix, Zedd","Follow","?",""
"7lQ8MOhq6IN2w8EYcFNSUk","Without Me","Eminem","The Eminem Show","?",""
"0KQ1LhU7vGiXqn7eAw1nfl","Monster","Meg & Dia","Something Real & Here, Here and Here","?",""
"56nLHj9HJr3xpbLarnr0l4","Mtc","S3RL","Mtc","?",""
"5dg6bzIkAox8IOr47KdN9R","Rockefeller Street","LA Nightcore","Rockefeller Street","?",""
"7JFqqcoBJtVQudCVnj6nfa","Night of Nights Nitro","Nick Nitro","Night of Nights Nitro","?",""
"23COHsoGsY4zDb5xrSocJo","ナイト・オブ・ナイツ","ビートまりお","オールナイト・オブ・ナイツ","?",""
"1c7IRPoWNIMLGrFgit8QXk","Night of Fire - Extended mix","Niko, Bratt Sinclaire","Bratt Sinclaire Eurobeat Style, Vol.7","?",""
"7H64irbLV8McpcaK2KUnUg","Night of Nights","RichaadEB","Bullet Hell II","?",""
"2OgHBcWrsQUwnZi5atxPFF","Night of Nights","RichaadEB","Night of Nights","?",""
"5P1BZpdmaVFm0OwPbWe5Dz","Everything will freeze -Guitar Instrumental-","UNDEAD CORPORATION DOUJIN WORKS","暴君","?",""
"3oM8s8hnrh6xjKv1iycJaZ","sad4whattt - From ""Euphoria"" An HBO Original Series","ericdoa","sad4whattt (From ""Euphoria"" An HBO Original Series)","?",""
"5aNrrMgzrA7CCuGQJC3iVu","PRINCE OF DARKNESS - Slowed + Reverb","SHADXWBXRN, ARCHEZ, KXNVRA","PRINCE OF DARKNESS (Slowed + Reverb)","?",""
